template_id,segment_id,segment_name,lifecycle_stage,goal,theme,language,content,tone,hook,feature_reference,word_count,char_count,avg_word_length,sentiment_score,positive_ratio,negative_ratio,engagement_score,urgency_score,personalization_score,has_emoji,has_numbers,has_question,has_exclamation,avg_tfidf_score
T0006,0,Segment 0,churned,re_engagement,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,exercises,8,54,5.875,0.06666666666666667,0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,False,False,True,False,0.024441188323802647
T0006_hi,0,Segment 0,churned,re_engagement,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,exercises,8,53,5.75,0.06666666666666667,0.1111111111111111,0.0,0.07777777777777778,0.0,0.0,False,False,True,False,0.02640614724088579
T0007,0,Segment 0,churned,re_engagement,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,exercises,5,43,7.8,0.18,0.4,0.0,0.25999999999999995,0.3333333333333333,0.0,False,False,False,True,0.02807964806225427
T0007_hi,0,Segment 0,churned,re_engagement,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,exercises,5,40,7.2,0.1,0.2,0.0,0.13999999999999999,0.0,0.0,False,False,False,True,0.0280244380690857
T0008,0,Segment 0,churned,re_engagement,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,exercises,5,59,11.0,0.0,0.0,0.0,0.31666666666666665,0.0,0.0,False,False,False,True,0.019930574232131473
T0008_hi,0,Segment 0,churned,re_engagement,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,exercises,6,56,8.5,0.0,0.0,0.0,0.05384615384615384,0.0,0.0,False,False,False,True,0.02299169293073956
T0009,0,Segment 0,churned,re_engagement,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises,6,47,7.0,0.0,0.0,0.0,0.23750000000000002,0.0,1.0,False,False,False,True,0.026457513110645908
T0009_hi,0,Segment 0,churned,re_engagement,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises,7,50,6.285714285714286,0.0,0.0,0.0,0.21111111111111114,0.0,1.0,False,False,False,True,0.02805880983969359
T0010,0,Segment 0,churned,re_engagement,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,exercises,6,49,7.333333333333333,0.1285714285714286,0.2857142857142857,0.0,0.09999999999999999,0.3333333333333333,0.0,False,False,False,True,0.017262827229941227
T0010_hi,0,Segment 0,churned,re_engagement,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,exercises,7,54,6.857142857142857,0.03333333333333333,0.08333333333333333,0.0,0.05833333333333333,0.3333333333333333,0.0,False,False,False,True,0.014079270406702137
T0011,0,Segment 0,inactive,activation,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,exercises,9,67,6.555555555555555,-0.019999999999999997,0.1,0.1,0.18,1.0,1.0,False,False,False,True,0.02611367901872566
T0011_hi,0,Segment 0,inactive,activation,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,exercises,10,67,5.8,-0.041176470588235294,0.0,0.058823529411764705,0.058823529411764705,1.0,1.0,False,False,False,True,0.02398481014692433
T0012,0,Segment 0,inactive,activation,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,exercises,7,58,7.428571428571429,0.0,0.2222222222222222,0.1111111111111111,0.3222222222222222,0.6666666666666666,1.0,False,False,False,True,0.02629911053949533
T0012_hi,0,Segment 0,inactive,activation,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,exercises,7,60,7.714285714285714,0.0,0.125,0.0625,0.075,0.6666666666666666,0.0,False,False,False,True,0.01988565604569973
T0013,0,Segment 0,inactive,activation,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,exercises,7,51,6.428571428571429,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.18888888888888888,0.3333333333333333,1.0,False,False,False,False,0.02417855283087026
T0013_hi,0,Segment 0,inactive,activation,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,exercises,8,47,5.0,0.007692307692307691,0.07692307692307693,0.07692307692307693,0.08461538461538462,0.0,1.0,False,False,False,False,0.02195132903690703
T0014,0,Segment 0,inactive,activation,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,exercises,7,48,6.0,0.014285714285714282,0.14285714285714285,0.14285714285714285,0.34285714285714286,0.6666666666666666,1.0,False,False,False,True,0.022181571205891752
T0014_hi,0,Segment 0,inactive,activation,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,exercises,7,49,6.142857142857143,0.009999999999999998,0.1,0.1,0.12,0.6666666666666666,0.0,False,False,False,True,0.022181571205891752
T0015,0,Segment 0,inactive,activation,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,exercises,9,64,6.222222222222222,0.0,0.18181818181818182,0.09090909090909091,0.2,0.3333333333333333,1.0,False,False,False,True,0.024312832933748363
T0015_hi,0,Segment 0,inactive,activation,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,exercises,10,66,5.7,-0.042105263157894736,0.0,0.05263157894736842,0.0,0.0,0.0,False,False,False,True,0.024001630883659385
T0016,0,Segment 0,inactive,activation,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,inviting,social_influence,exercises,8,54,5.875,0.06666666666666667,0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,False,False,True,False,0.024441188323802647
T0016_hi,0,Segment 0,inactive,activation,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,inviting,social_influence,exercises,8,53,5.75,0.06666666666666667,0.1111111111111111,0.0,0.07777777777777778,0.0,0.0,False,False,True,False,0.02640614724088579
T0017,0,Segment 0,inactive,activation,social_influence,en,Join {active_users} users practicing today!,inviting,social_influence,exercises,5,43,7.8,0.18,0.4,0.0,0.25999999999999995,0.3333333333333333,0.0,False,False,False,True,0.02807964806225427
T0017_hi,0,Segment 0,inactive,activation,social_influence,hi,Join {active_users} users practicing आज!,inviting,social_influence,exercises,5,40,7.2,0.1,0.2,0.0,0.13999999999999999,0.0,0.0,False,False,False,True,0.0280244380690857
T0018,0,Segment 0,inactive,activation,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,inviting,social_influence,exercises,5,59,11.0,0.0,0.0,0.0,0.31666666666666665,0.0,0.0,False,False,False,True,0.019930574232131473
T0018_hi,0,Segment 0,inactive,activation,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,inviting,social_influence,exercises,6,56,8.5,0.0,0.0,0.0,0.05384615384615384,0.0,0.0,False,False,False,True,0.02299169293073956
T0019,0,Segment 0,inactive,activation,social_influence,en,You're #{rank} on the leaderboard—climb higher!,inviting,social_influence,exercises,6,47,7.0,0.0,0.0,0.0,0.23750000000000002,0.0,1.0,False,False,False,True,0.026457513110645908
T0019_hi,0,Segment 0,inactive,activation,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,inviting,social_influence,exercises,7,50,6.285714285714286,0.0,0.0,0.0,0.21111111111111114,0.0,1.0,False,False,False,True,0.02805880983969359
T0020,0,Segment 0,inactive,activation,social_influence,en,{active_users} learners are online now—join them!,inviting,social_influence,exercises,6,49,7.333333333333333,0.1285714285714286,0.2857142857142857,0.0,0.09999999999999999,0.3333333333333333,0.0,False,False,False,True,0.017262827229941227
T0020_hi,0,Segment 0,inactive,activation,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,inviting,social_influence,exercises,7,54,6.857142857142857,0.03333333333333333,0.08333333333333333,0.0,0.05833333333333333,0.3333333333333333,0.0,False,False,False,True,0.014079270406702137
T0021,0,Segment 0,paid,advocacy,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,exercises,9,67,6.555555555555555,-0.019999999999999997,0.1,0.1,0.18,1.0,1.0,False,False,False,True,0.02611367901872566
T0021_hi,0,Segment 0,paid,advocacy,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,exercises,10,67,5.8,-0.041176470588235294,0.0,0.058823529411764705,0.058823529411764705,1.0,1.0,False,False,False,True,0.02398481014692433
T0022,0,Segment 0,paid,advocacy,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,exercises,7,58,7.428571428571429,0.0,0.2222222222222222,0.1111111111111111,0.3222222222222222,0.6666666666666666,1.0,False,False,False,True,0.02629911053949533
T0022_hi,0,Segment 0,paid,advocacy,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,exercises,7,60,7.714285714285714,0.0,0.125,0.0625,0.075,0.6666666666666666,0.0,False,False,False,True,0.01988565604569973
T0023,0,Segment 0,paid,advocacy,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,exercises,7,51,6.428571428571429,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.18888888888888888,0.3333333333333333,1.0,False,False,False,False,0.02417855283087026
T0023_hi,0,Segment 0,paid,advocacy,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,exercises,8,47,5.0,0.007692307692307691,0.07692307692307693,0.07692307692307693,0.08461538461538462,0.0,1.0,False,False,False,False,0.02195132903690703
T0024,0,Segment 0,paid,advocacy,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,exercises,7,48,6.0,0.014285714285714282,0.14285714285714285,0.14285714285714285,0.34285714285714286,0.6666666666666666,1.0,False,False,False,True,0.022181571205891752
T0024_hi,0,Segment 0,paid,advocacy,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,exercises,7,49,6.142857142857143,0.009999999999999998,0.1,0.1,0.12,0.6666666666666666,0.0,False,False,False,True,0.022181571205891752
T0025,0,Segment 0,paid,advocacy,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,exercises,9,64,6.222222222222222,0.0,0.18181818181818182,0.09090909090909091,0.2,0.3333333333333333,1.0,False,False,False,True,0.024312832933748363
T0025_hi,0,Segment 0,paid,advocacy,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,exercises,10,66,5.7,-0.042105263157894736,0.0,0.05263157894736842,0.0,0.0,0.0,False,False,False,True,0.024001630883659385
T0026,0,Segment 0,paid,advocacy,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,exercises,8,54,5.875,0.06666666666666667,0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,False,False,True,False,0.024441188323802647
T0026_hi,0,Segment 0,paid,advocacy,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,exercises,8,53,5.75,0.06666666666666667,0.1111111111111111,0.0,0.07777777777777778,0.0,0.0,False,False,True,False,0.02640614724088579
T0027,0,Segment 0,paid,advocacy,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,exercises,5,43,7.8,0.18,0.4,0.0,0.25999999999999995,0.3333333333333333,0.0,False,False,False,True,0.02807964806225427
T0027_hi,0,Segment 0,paid,advocacy,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,exercises,5,40,7.2,0.1,0.2,0.0,0.13999999999999999,0.0,0.0,False,False,False,True,0.0280244380690857
T0028,0,Segment 0,paid,advocacy,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,exercises,5,59,11.0,0.0,0.0,0.0,0.31666666666666665,0.0,0.0,False,False,False,True,0.019930574232131473
T0028_hi,0,Segment 0,paid,advocacy,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,exercises,6,56,8.5,0.0,0.0,0.0,0.05384615384615384,0.0,0.0,False,False,False,True,0.02299169293073956
T0029,0,Segment 0,paid,advocacy,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises,6,47,7.0,0.0,0.0,0.0,0.23750000000000002,0.0,1.0,False,False,False,True,0.026457513110645908
T0029_hi,0,Segment 0,paid,advocacy,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises,7,50,6.285714285714286,0.0,0.0,0.0,0.21111111111111114,0.0,1.0,False,False,False,True,0.02805880983969359
T0030,0,Segment 0,paid,advocacy,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,exercises,6,49,7.333333333333333,0.1285714285714286,0.2857142857142857,0.0,0.09999999999999999,0.3333333333333333,0.0,False,False,False,True,0.017262827229941227
T0030_hi,0,Segment 0,paid,advocacy,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,exercises,7,54,6.857142857142857,0.03333333333333333,0.08333333333333333,0.0,0.05833333333333333,0.3333333333333333,0.0,False,False,False,True,0.014079270406702137
T0031,0,Segment 0,paid,expansion,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,leaderboard,9,67,6.555555555555555,-0.019999999999999997,0.1,0.1,0.18,1.0,1.0,False,False,False,True,0.02611367901872566
T0031_hi,0,Segment 0,paid,expansion,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,leaderboard,10,67,5.8,-0.041176470588235294,0.0,0.058823529411764705,0.058823529411764705,1.0,1.0,False,False,False,True,0.02398481014692433
T0032,0,Segment 0,paid,expansion,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,leaderboard,7,58,7.428571428571429,0.0,0.2222222222222222,0.1111111111111111,0.3222222222222222,0.6666666666666666,1.0,False,False,False,True,0.02629911053949533
T0032_hi,0,Segment 0,paid,expansion,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,leaderboard,7,60,7.714285714285714,0.0,0.125,0.0625,0.075,0.6666666666666666,0.0,False,False,False,True,0.01988565604569973
T0033,0,Segment 0,paid,expansion,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,leaderboard,7,51,6.428571428571429,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.18888888888888888,0.3333333333333333,1.0,False,False,False,False,0.02417855283087026
T0033_hi,0,Segment 0,paid,expansion,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,leaderboard,8,47,5.0,0.007692307692307691,0.07692307692307693,0.07692307692307693,0.08461538461538462,0.0,1.0,False,False,False,False,0.02195132903690703
T0034,0,Segment 0,paid,expansion,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,leaderboard,7,48,6.0,0.014285714285714282,0.14285714285714285,0.14285714285714285,0.34285714285714286,0.6666666666666666,1.0,False,False,False,True,0.022181571205891752
T0034_hi,0,Segment 0,paid,expansion,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,leaderboard,7,49,6.142857142857143,0.009999999999999998,0.1,0.1,0.12,0.6666666666666666,0.0,False,False,False,True,0.022181571205891752
T0035,0,Segment 0,paid,expansion,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,leaderboard,9,64,6.222222222222222,0.0,0.18181818181818182,0.09090909090909091,0.2,0.3333333333333333,1.0,False,False,False,True,0.024312832933748363
T0035_hi,0,Segment 0,paid,expansion,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,leaderboard,10,66,5.7,-0.042105263157894736,0.0,0.05263157894736842,0.0,0.0,0.0,False,False,False,True,0.024001630883659385
T0036,0,Segment 0,paid,expansion,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,leaderboard,8,54,5.875,0.06666666666666667,0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,False,False,True,False,0.024441188323802647
T0036_hi,0,Segment 0,paid,expansion,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,leaderboard,8,53,5.75,0.06666666666666667,0.1111111111111111,0.0,0.07777777777777778,0.0,0.0,False,False,True,False,0.02640614724088579
T0037,0,Segment 0,paid,expansion,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,leaderboard,5,43,7.8,0.18,0.4,0.0,0.25999999999999995,0.3333333333333333,0.0,False,False,False,True,0.02807964806225427
T0037_hi,0,Segment 0,paid,expansion,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,leaderboard,5,40,7.2,0.1,0.2,0.0,0.13999999999999999,0.0,0.0,False,False,False,True,0.0280244380690857
T0038,0,Segment 0,paid,expansion,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,leaderboard,5,59,11.0,0.0,0.0,0.0,0.31666666666666665,0.0,0.0,False,False,False,True,0.019930574232131473
T0038_hi,0,Segment 0,paid,expansion,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,leaderboard,6,56,8.5,0.0,0.0,0.0,0.05384615384615384,0.0,0.0,False,False,False,True,0.02299169293073956
T0039,0,Segment 0,paid,expansion,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,leaderboard,6,47,7.0,0.0,0.0,0.0,0.23750000000000002,0.0,1.0,False,False,False,True,0.026457513110645908
T0039_hi,0,Segment 0,paid,expansion,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,leaderboard,7,50,6.285714285714286,0.0,0.0,0.0,0.21111111111111114,0.0,1.0,False,False,False,True,0.02805880983969359
T0040,0,Segment 0,paid,expansion,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,leaderboard,6,49,7.333333333333333,0.1285714285714286,0.2857142857142857,0.0,0.09999999999999999,0.3333333333333333,0.0,False,False,False,True,0.017262827229941227
T0040_hi,0,Segment 0,paid,expansion,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,leaderboard,7,54,6.857142857142857,0.03333333333333333,0.08333333333333333,0.0,0.05833333333333333,0.3333333333333333,0.0,False,False,False,True,0.014079270406702137
T0041,0,Segment 0,paid,retention,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,exercises,9,67,6.555555555555555,-0.019999999999999997,0.1,0.1,0.18,1.0,1.0,False,False,False,True,0.02611367901872566
T0041_hi,0,Segment 0,paid,retention,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,exercises,10,67,5.8,-0.041176470588235294,0.0,0.058823529411764705,0.058823529411764705,1.0,1.0,False,False,False,True,0.02398481014692433
T0042,0,Segment 0,paid,retention,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,exercises,7,58,7.428571428571429,0.0,0.2222222222222222,0.1111111111111111,0.3222222222222222,0.6666666666666666,1.0,False,False,False,True,0.02629911053949533
T0042_hi,0,Segment 0,paid,retention,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,exercises,7,60,7.714285714285714,0.0,0.125,0.0625,0.075,0.6666666666666666,0.0,False,False,False,True,0.01988565604569973
T0043,0,Segment 0,paid,retention,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,exercises,7,51,6.428571428571429,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.18888888888888888,0.3333333333333333,1.0,False,False,False,False,0.02417855283087026
T0043_hi,0,Segment 0,paid,retention,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,exercises,8,47,5.0,0.007692307692307691,0.07692307692307693,0.07692307692307693,0.08461538461538462,0.0,1.0,False,False,False,False,0.02195132903690703
T0044,0,Segment 0,paid,retention,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,exercises,7,48,6.0,0.014285714285714282,0.14285714285714285,0.14285714285714285,0.34285714285714286,0.6666666666666666,1.0,False,False,False,True,0.022181571205891752
T0044_hi,0,Segment 0,paid,retention,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,exercises,7,49,6.142857142857143,0.009999999999999998,0.1,0.1,0.12,0.6666666666666666,0.0,False,False,False,True,0.022181571205891752
T0045,0,Segment 0,paid,retention,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,exercises,9,64,6.222222222222222,0.0,0.18181818181818182,0.09090909090909091,0.2,0.3333333333333333,1.0,False,False,False,True,0.024312832933748363
T0045_hi,0,Segment 0,paid,retention,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,exercises,10,66,5.7,-0.042105263157894736,0.0,0.05263157894736842,0.0,0.0,0.0,False,False,False,True,0.024001630883659385
T0046,0,Segment 0,paid,retention,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,exercises,8,54,5.875,0.06666666666666667,0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,False,False,True,False,0.024441188323802647
T0046_hi,0,Segment 0,paid,retention,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,exercises,8,53,5.75,0.06666666666666667,0.1111111111111111,0.0,0.07777777777777778,0.0,0.0,False,False,True,False,0.02640614724088579
T0047,0,Segment 0,paid,retention,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,exercises,5,43,7.8,0.18,0.4,0.0,0.25999999999999995,0.3333333333333333,0.0,False,False,False,True,0.02807964806225427
T0047_hi,0,Segment 0,paid,retention,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,exercises,5,40,7.2,0.1,0.2,0.0,0.13999999999999999,0.0,0.0,False,False,False,True,0.0280244380690857
T0048,0,Segment 0,paid,retention,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,exercises,5,59,11.0,0.0,0.0,0.0,0.31666666666666665,0.0,0.0,False,False,False,True,0.019930574232131473
T0048_hi,0,Segment 0,paid,retention,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,exercises,6,56,8.5,0.0,0.0,0.0,0.05384615384615384,0.0,0.0,False,False,False,True,0.02299169293073956
T0049,0,Segment 0,paid,retention,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises,6,47,7.0,0.0,0.0,0.0,0.23750000000000002,0.0,1.0,False,False,False,True,0.026457513110645908
T0049_hi,0,Segment 0,paid,retention,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises,7,50,6.285714285714286,0.0,0.0,0.0,0.21111111111111114,0.0,1.0,False,False,False,True,0.02805880983969359
T0050,0,Segment 0,paid,retention,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,exercises,6,49,7.333333333333333,0.1285714285714286,0.2857142857142857,0.0,0.09999999999999999,0.3333333333333333,0.0,False,False,False,True,0.017262827229941227
T0050_hi,0,Segment 0,paid,retention,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,exercises,7,54,6.857142857142857,0.03333333333333333,0.08333333333333333,0.0,0.05833333333333333,0.3333333333333333,0.0,False,False,False,True,0.014079270406702137
T0051,0,Segment 0,trial,activation,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,exercises,9,67,6.555555555555555,-0.019999999999999997,0.1,0.1,0.18,1.0,1.0,False,False,False,True,0.02611367901872566
T0051_hi,0,Segment 0,trial,activation,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,exercises,10,67,5.8,-0.041176470588235294,0.0,0.058823529411764705,0.058823529411764705,1.0,1.0,False,False,False,True,0.02398481014692433
